source,target,edge_type,synthetic_output_btc,is_change_output
12801218,12801203,original,0.04217284,1
13412866,12805562,original,0.02671809,1
13353800,13353808,original,0.07867037,1
13408097,13413069,original,0.03014626,1
38570081,38570087,original,0.32741789,1
12786917,12786914,original,0.03535981,1
13254383,12981722,original,0.02280072,1
12806025,12800588,original,0.01690937,1
11658154,13380736,original,0.05387658,1
38473149,24096394,original,0.00766078,1
12806830,12806823,original,0.10181915,1
12678134,12678131,original,0.3148796,1
12665120,12804393,original,0.01203654,0
12662969,12665008,original,0.07030666,0
13223062,13756924,original,0.03705272,1
12788401,12788223,original,0.02032624,1
13266627,13410915,original,0.01349165,1
12665180,12678303,original,0.07947963,1
13361153,12989753,original,0.03037495,1
13649709,26202549,original,0.01251882,1
13212293,12677057,original,0.14748687,1
12715499,12716719,original,0.05146698,1
12688624,12788229,original,0.10780791,1
38577599,12803476,original,0.38116541,1
12787677,12787889,original,0.08525168,1
13272584,12672860,original,0.04921187,1
12664288,12664286,original,0.03041285,1
12705568,12812724,original,0.09747059,1
12781733,12781074,original,0.14207225,0
12665180,12665008,original,0.23810515,1
12786283,12985020,original,0.0057891,1
12701981,13362613,original,0.09577767,1
12787880,12787653,original,0.10084794,1
13382658,13382637,original,0.69418022,1
12798736,12798723,original,0.0885191,1
12689986,12788384,original,0.01549631,1
13394270,13394700,original,0.04062268,1
12791700,12982922,original,0.06805977,1
12679279,12801779,original,0.02436482,1
12678407,38389233,original,0.00775428,1
15555296,13858928,original,0.09667817,1
12780617,12786280,original,0.00382762,1
13582003,12664490,original,0.02112872,1
12801221,12805689,original,0.11139089,0
12786236,12786232,original,0.05425585,1
12992332,13404704,original,0.01621118,1
12709951,12806113,original,0.07596236,1
12814214,12814199,original,0.03319211,1
13402032,12806706,original,0.16317212,1
12804364,12977315,original,0.00278619,1
3846317,13365201,original,0.18662718,1
12792885,12792880,original,0.02495493,1
12708143,12708163,original,0.01858266,1
12783560,12783556,original,0.0143995,0
12666422,12666420,original,0.0845493,1
13396506,13398502,original,0.11749908,1
12791287,12979275,original,0.20267281,1
12782708,12782699,original,0.05893174,1
13379719,13380140,original,0.34812859,1
13211474,13376413,original,0.1288476,1
7164458,12786399,original,0.01968224,1
12781714,13420439,original,0.02358853,1
13396296,13398502,original,0.28900379,1
10357745,12683567,original,0.02947626,1
12778464,12778462,original,0.02686535,1
12665102,12665008,original,0.14626477,1
9835682,12979325,original,0.15270003,1
13248726,12780176,original,0.06369358,1
13838671,13192964,original,0.08793204,1
13209701,12804393,original,0.01671293,1
12665048,12826849,original,0.00828113,1
38477383,12790725,original,0.02227786,1
12688607,13333148,original,0.12113385,0
13236250,13236255,original,0.0315552,1
12776876,12780444,original,0.24107912,1
12788217,12788192,original,0.04843241,1
12794216,12794211,original,0.00971028,1
4164412,13588511,original,0.0151547,1
12780333,12780332,original,0.01156398,1
13272659,13409524,original,0.07039743,1
12801270,12801264,original,0.09689347,1
11102652,12805689,original,0.10481399,0
12673122,38574238,original,0.0171417,1
12077122,12803212,original,0.13327445,1
12683761,12683743,original,0.19839813,1
13380714,13398634,original,0.03548724,1
12666415,12987200,original,0.07468119,1
13379295,12801236,original,0.02107102,1
13236202,12678451,original,0.05959186,1
12804434,12804426,original,0.08645606,1
12665121,12665008,original,0.08907821,0
13373781,12990251,original,0.00800734,1
12673904,13849860,original,0.02913478,1
13193287,13379190,original,0.08078865,1
11102652,13333148,original,0.06506659,0
12804309,12804295,original,0.09662816,1
12824449,12824442,original,0.05669044,1
12790610,12790486,original,0.0135867,1
12799490,13588511,original,0.27634192,1
12664292,12801213,original,0.11256263,1
12683179,12798723,original,0.01444674,1
12786314,12786308,original,0.06719803,1
12709076,12709081,original,0.07612879,1
13582015,26670759,original,0.02305093,1
2184889,12790642,original,0.02251105,1
13402228,12806194,original,0.06181969,1
13211453,13384408,original,0.0017246,1
38051914,38570081,original,0.10019278,1
13234976,13236202,original,0.04004865,1
12675509,12675516,original,0.06795211,1
12776851,12787682,original,0.44480745,1
12680193,12984675,original,0.06362532,1
12806034,12805689,original,0.02516955,1
12780700,32204251,original,0.00833635,1
12689272,12792402,original,0.08601417,1
9550052,12806113,original,0.01385523,1
12789371,12789362,original,0.01859857,1
13394107,13394114,original,0.15331684,1
12664490,12664483,original,0.06151763,1
13266690,13266708,original,0.01537226,1
12677174,12790113,original,0.04295998,1
12683574,12683561,original,0.06072562,1
12787879,12787653,original,0.04428181,1
12780628,12780542,original,0.02549874,0
12786088,13578982,original,0.05611066,0
12788391,12788223,original,0.09766671,1
12689278,13423130,original,0.05818297,1
12801224,12801203,original,0.0861207,1
2184889,12777366,original,0.10233927,1
12806037,12805689,original,0.01533843,1
1701690,13364789,original,0.0602628,1
12683771,12683743,original,0.01637479,1
12678303,12678295,original,0.14557042,1
12676806,12990251,original,0.16867642,1
12791299,12979867,original,0.04880309,1
13373781,38450373,original,0.04332355,1
13374812,13178256,original,0.1019889,1
13226239,12689618,original,0.06934584,1
11658154,13383849,original,0.11162813,1
13384073,13385624,original,0.00748522,1
12780697,12780542,original,0.08661898,1
12665166,12672860,original,0.01977407,1
12788439,12788418,original,0.06585167,1
12790651,12984879,original,0.11077141,1
13402231,13596688,original,0.08585195,1
12672821,12672535,original,0.00604892,1
12794140,13562452,original,0.02643134,1
12989797,12798741,original,0.09281605,1
12687946,12687943,original,0.02964881,1
12778518,13395621,original,0.02517071,1
12711318,12711305,original,0.25304105,1
12807788,12807783,original,0.0199954,1
9426022,12987200,original,0.17783522,0
12689805,12788449,original,0.00877988,1
1300866,12677058,original,0.04715459,1
13582058,13333148,original,0.02630296,1
12806516,12806113,original,0.20882407,0
13383062,13382666,original,0.05938634,1
12805643,12992910,original,0.09411573,1
12776843,12796314,original,0.01001332,1
12780691,12804999,original,0.2527964,1
12790763,13588511,original,0.05518636,1
12678653,12990251,original,0.16281579,1
12781723,12781074,original,0.01196133,1
13232103,13232110,original,0.2632511,1
12780625,12780542,original,0.04006525,1
12792921,12983506,original,0.04806852,1
12787686,12787653,original,0.36572168,1
12677564,12987200,original,0.11508631,0
13413102,13413106,original,0.0344172,1
12819840,13578982,original,0.01033719,1
12780024,12984797,original,0.13004743,1
12683571,12683561,original,0.00940114,1
181624,13362573,original,0.0482983,1
12787900,12787889,original,0.00360034,1
13429784,12803877,original,0.01004706,1
12780243,12780241,original,0.19732329,1
13380131,13379750,original,0.33584103,1
12688364,12688355,original,0.51345004,1
12662969,12660417,original,0.08858222,1
13251382,12795849,original,0.03663152,1
12701609,13333148,original,0.01723531,1
12703978,12703974,original,0.0222895,1
12799559,12799552,original,0.04654299,1
13224085,13224096,original,0.00705072,1
12709081,12709109,original,0.08986968,1
12789362,13592915,original,0.14202965,1
12789351,12984768,original,0.0053452,1
13413418,13413429,original,0.10195049,1
13266742,13296167,original,0.02652696,1
12662961,16252001,original,0.06157569,1
12805056,12805048,original,0.22878236,1
12709119,13361176,original,0.23766732,1
12701155,12796293,original,0.11532743,1
13361106,12791994,original,0.07783039,1
18342630,13373792,original,0.0055465,1
25884205,4454300,original,0.0569272,1
12781866,12781862,original,0.02239786,1
12787665,12787653,original,0.02343072,1
13221001,12678556,original,0.09994701,1
11102652,12806606,original,0.06919723,0
12798737,12798723,original,0.0156634,1
13208438,12780176,original,0.08520293,0
12799257,12799243,original,0.01443867,1
12804394,12778670,original,0.5971172,1
12787871,12787653,original,0.12585065,1
12675034,12675030,original,0.03778374,1
13268531,13268536,original,0.00984787,1
13236255,13756924,original,0.0126364,1
13251835,13412984,original,0.04248315,1
13239359,13382666,original,0.02863421,1
13611288,13611338,original,0.09532758,1
12806655,12806606,original,0.00205333,1
12661813,12662436,original,0.01983523,1
12786160,12786157,original,1.6229505,1
13600515,13523711,original,0.69919468,1
12680737,13364789,original,0.10763596,1
12777724,12780542,original,0.18096104,0
13582261,12987200,original,0.07443115,1
13380736,13380730,original,0.00144775,1
12806614,12806606,original,0.15313587,1
12661090,13421110,original,0.46945466,1
12781764,12781074,original,0.04870488,0
13398502,12987008,original,0.01650228,1
13418794,12981722,original,0.07793977,1
13150785,39003405,original,0.06518687,1
13226198,13382666,original,0.22722646,1
12794507,12794499,original,0.08571338,1
12798796,12798723,original,0.05189387,1
12665054,13600587,original,0.44489922,1
13385391,12801216,original,0.16532221,1
12678423,12680770,original,0.03046355,1
13024909,13147467,original,0.01106809,1
12781016,8823943,original,0.06834203,0
12809414,12809415,original,0.19594699,1
13412034,13412028,original,0.04376312,1
13249708,13372195,original,0.11065091,1
12784343,12784340,original,0.01539321,1
12794105,12794103,original,0.05177795,1
12663785,12804393,original,0.07731276,1
13253160,13253171,original,0.03108193,1
12708269,12799427,original,0.04986603,1
13382649,13382637,original,0.02494099,1
13403017,13403022,original,0.10813243,1
12788434,12788418,original,0.01861804,0
12781758,12781074,original,0.00474129,0
12806677,12806606,original,0.06552305,1
12665135,12665008,original,0.01144244,1
13385642,13385648,original,0.01864872,1
12778447,13581151,original,0.03451064,1
12802745,12802750,original,0.00503163,1
13221034,12689283,original,0.00944689,1
13544560,12977248,original,0.13007789,1
13211466,13380545,original,0.02328699,1
13419993,12781015,original,0.69565301,1
12814343,12798477,original,0.09489892,1
13281777,12780176,original,0.18054898,1
12810839,12810831,original,0.07560876,1
12688415,12788401,original,0.02086997,1
12678314,12678307,original,0.05741426,1
12671630,12800999,original,0.03123365,1
12704004,12812724,original,0.4493506,1
12806014,12805689,original,0.01411172,1
12711305,12711347,original,0.04587182,1
13383996,13383983,original,0.04449235,1
13279735,12814218,original,0.14362917,1
13429894,13429891,original,0.14113489,1
12801230,12801226,original,0.19527866,1
13368555,12987200,original,0.04103215,1
13220127,12675084,original,1.25008639,1
12677442,12685834,original,0.77488014,1
13402041,13402051,original,0.01116563,1
12794380,12980342,original,0.00636859,1
12806703,12814029,original,0.0426398,1
12684635,13379654,original,0.08614112,0
12806195,12799956,original,0.14557453,1
12665054,12667382,original,0.23291815,1
13365443,12786891,original,0.04840526,1
12799313,12799300,original,0.05860071,1
13379701,12803406,original,0.00731619,1
12706454,12779325,original,0.02007613,1
12780628,12987200,original,0.07437972,0
13621216,13621499,original,0.05109269,1
12675259,12675255,original,0.01376128,1
12661079,12679479,original,0.04643012,1
12787657,12787653,original,0.09241985,1
13207484,12780176,original,0.01806362,1
13248638,12672860,original,0.0670628,1
12690215,13363680,original,0.03531651,0
12672815,12672535,original,0.26934205,1
13380630,12801231,original,0.17109409,1
12786511,12786498,original,0.00122697,1
181624,13363680,original,0.14497455,1
13258907,13409524,original,0.03316894,1
12803510,13599033,original,0.01963568,1
12785699,12810154,original,0.03290867,1
13399894,12780607,original,0.05240065,1
12673843,12804393,original,0.06397041,0
12687044,12687037,original,0.0460287,1
12786053,12786047,original,0.01695504,1
12801207,12801203,original,0.05303522,0
13379664,13379658,original,0.0829634,1
13028461,12797081,original,0.07713072,1
13385648,12801217,original,0.15635195,1
12789345,18073351,original,0.18831379,1
12776876,12781845,original,1.52937314,1
12788228,12788890,original,0.03685922,1
12801247,12801242,original,0.71889503,1
12677559,12990251,original,0.36584561,1
12991300,12683698,original,0.01897096,1
12660417,13599617,original,0.02872676,1
12806124,12806113,original,0.01364324,1
12716727,12801247,original,0.01449488,1
12701847,12811802,original,0.04167246,1
12675544,12778094,original,0.00628145,1
12665086,12665008,original,0.00409587,0
12671576,13402213,original,0.07259408,1
12701981,13360173,original,0.0210867,1
12806676,12806606,original,0.32914854,1
13226678,12688473,original,0.01297632,1
13413288,13413299,original,0.03946393,1
12807013,13332792,original,0.00668997,1
12663529,15345284,original,0.0925832,1
13236666,12710619,original,0.00934532,1
13012882,12781781,original,0.10319603,1
13380730,12801207,original,0.02529999,1
38589729,12672839,original,0.36287868,1
12777206,12778488,original,0.09478817,1
12824682,12824681,original,0.30519988,1
12660521,12778427,original,0.01358998,1
13227838,12678335,original,0.15134708,1
7400163,13384102,original,0.02135905,1
12676879,12790102,original,0.18086074,0
38482748,12998527,original,0.61030835,1
12778670,12778668,original,0.05978739,1
12785494,12979881,original,0.06792781,1
12701209,12701214,original,0.04278231,1
12806156,12806113,original,0.00828515,1
13413442,13413454,original,0.01053811,1
12782689,12782684,original,0.04147146,1
12801234,12811381,original,0.0089654,1
12705766,12804393,original,0.1567156,0
14110546,39128070,original,0.17351458,1
12786892,12979253,original,0.3330478,1
12708679,12708693,original,0.03628617,1
13355766,12806032,original,0.05746301,1
12786079,16844141,original,0.35068246,1
12701214,12701220,original,0.0229832,1
12806642,12789111,original,0.04087483,1
39044095,13902848,original,0.02686272,1
13209607,12682051,original,0.01863538,1
39180645,13335184,original,0.03113978,1
13215721,13627122,original,0.02823291,1
12809374,12809380,original,0.03649163,1
12673904,12789731,original,0.12613191,1
10177639,12788418,original,0.0230954,1
13384388,12801025,original,0.05474446,1
13353369,13353731,original,0.35803384,1
12714251,13361495,original,0.29561108,1
12806194,13402231,original,0.01279374,1
12790909,13588511,original,0.01589512,1
13384529,12800588,original,0.04720942,1
13374636,12806195,original,0.02692817,1
12799549,12799543,original,0.03046069,1
12780467,12806606,original,0.0941918,0
13418853,12780176,original,0.23098712,1
12781016,12786004,original,0.00643232,1
38532535,12786354,original,0.04740169,1
12675262,12990251,original,0.12816432,1
12794359,12987200,original,0.01735121,1
13259333,12683699,original,0.04929505,1
12694404,13398620,original,0.0344297,1
12792381,12792371,original,0.01106561,1
12663816,12685827,original,0.0014726,0
12780607,12780542,original,0.04965733,1
4459893,12780176,original,0.02965043,1
12776851,12782027,original,0.02761053,1
12680193,12780176,original,0.01044604,0
13218479,12780176,original,0.13232732,1
38570095,13409469,original,0.02549999,1
13355565,13355571,original,0.01752349,1
12778426,12778423,original,0.05562482,1
13384408,12808742,original,0.11264251,0
12783762,12783753,original,0.06127207,1
12789088,12789074,original,0.13595065,0
12691078,12798765,original,0.0586801,1
13221816,12684017,original,0.67501426,1
13401798,13401807,original,0.16505339,1
13371254,12987200,original,0.05035093,0
12665166,12665008,original,0.01988771,0
12784289,12786088,original,0.0103705,1
12665082,13279785,original,0.05627013,1
1701690,13365201,original,0.02958243,1
12806200,12806113,original,0.14031798,1
181624,12781727,original,0.02088616,1
200412,13365126,original,0.06363161,1
13377114,12800275,original,0.04475285,1
12667367,12990632,original,0.05307938,1
12665144,12665008,original,0.05634058,1
13362628,12786937,original,0.13036829,1
13413534,13413541,original,0.06178481,1
12679233,13619961,original,0.03065907,1
12805600,12980618,original,0.01005297,1
12690642,12990251,original,0.12113304,1
12786382,12984828,original,0.02536072,1
12676723,13367236,original,0.03617281,1
39087195,39087204,original,0.02915593,1
12684797,12684809,original,0.01345827,1
13224984,13756924,original,0.01687695,0
12807023,12807013,original,0.04262497,1
12676520,12676355,original,0.0301874,1
13234262,13234687,original,0.0151159,1
12790624,12982338,original,0.09624625,1
13384105,13384700,original,0.15801838,1
13368582,12800119,original,0.0743841,1
12665079,12665008,original,0.05908508,1
38570087,38570095,original,0.00246703,1
13376266,12801237,original,0.02620981,0
13155227,12660594,original,0.12900294,1
12825135,13588511,original,0.04380284,1
12678696,12678690,original,0.0712202,1
12781767,12781074,original,0.13565598,0
12703125,13378645,original,0.17373874,1
13223655,12683997,original,0.09376015,1
13251586,12780176,original,0.25195257,0
12806006,12805689,original,0.0239881,1
12777368,13585791,original,0.05498048,1
12806701,12806606,original,0.03828009,1
12685942,12686839,original,0.01004307,1
13382637,12801027,original,0.03329691,1
12811736,12811730,original,0.04543429,1
12811378,12800586,original,0.06518688,1
12685956,12685942,original,0.12990284,1
12786288,12786283,original,0.01326389,1
12679231,26587861,original,0.8437254,1
13371654,13371664,original,0.01158208,1
13394080,13394088,original,0.05459359,1
12792818,13588511,original,0.02988634,1
12786167,13588511,original,0.00824467,1
12706681,12987200,original,0.1058941,1
12676336,12676326,original,0.05809293,1
12676238,13364810,original,0.15046945,0
12806699,12806606,original,0.00549979,0
13384972,12801205,original,0.00797686,1
13372228,13333148,original,0.03184204,0
12999570,12780176,original,0.20291124,1
12776716,12785431,original,0.06864708,1
13582015,13333148,original,0.02458524,1
13259305,12683698,original,0.06690856,1
12804451,12804440,original,0.13970386,1
38371278,38587424,original,0.06659342,1
12779938,12779937,original,0.04324373,1
12673771,12806113,original,0.02860801,1
12678543,12790719,original,0.03314735,1
12676266,12676253,original,0.03287477,1
12806739,12806606,original,0.16195885,0
12675108,12790878,original,0.00847595,1
12785511,12980399,original,0.06333358,1
12665097,12665008,original,0.08757186,0
13252881,13408624,original,0.04291839,1
12788383,12788223,original,0.14847132,0
13205821,15153222,original,0.05600497,1
12780633,13372186,original,0.09014164,1
12802321,12802330,original,0.0370172,1
12677105,12686839,original,0.45045053,1
13249200,13394086,original,0.01056032,1
13381627,12801029,original,0.01124353,1
12801084,12988705,original,0.0066958,1
13219840,12679235,original,0.37191304,1
12675872,12788441,original,0.14891377,1
12806178,12806113,original,0.1778731,1
12706454,12781680,original,0.00448154,0
38581002,13426420,original,0.22827266,1
12684797,12793277,original,0.05430742,1
12673142,13368140,original,0.02931512,1
13219995,12679210,original,0.06426053,1
12999570,12662269,original,0.11215431,1
12806503,12806113,original,0.00196366,1
10695436,13401021,original,0.08889498,0
13256178,13418263,original,0.13955093,1
12682020,12682010,original,0.01505695,1
12689837,12809262,original,0.31246291,1
12676914,12655979,original,0.04265917,1
12684797,12791286,original,0.01280637,1
12677435,13333148,original,0.17355126,1
12714219,12714213,original,0.35415426,1
12788379,12788223,original,0.03141039,0
12667382,12808717,original,0.06111275,1
13258205,13409524,original,0.73012826,1
12786079,12786074,original,0.02429047,1
12801206,12801203,original,0.01112127,1
12688355,13357502,original,0.01096814,1
12796281,13602643,original,0.00241986,1
12788217,12804272,original,0.00553378,1
13400859,13400857,original,0.07225889,1
12802249,12802252,original,0.31752933,1
12677107,12787612,original,0.22547397,1
12682051,12987200,original,0.0636272,1
12689831,12780677,original,0.07137326,1
13265256,15468493,original,0.29271444,1
12683189,12687056,original,0.00587048,1
10352083,12672860,original,0.04410592,1
12805212,12805203,original,0.01556214,1
12783885,12783879,original,0.03690601,1
4893368,13363680,original,0.0036479,1
13224984,12678161,original,0.15673154,1
12705568,13333148,original,0.11050251,0
12797693,12797069,original,0.33575302,0
12824675,12824673,original,0.03645985,1
12809211,12809206,original,0.09278976,1
13150007,38394020,original,0.16014635,1
13372905,12987081,original,0.00624407,1
12777292,12777291,original,0.04868145,1
12689289,13355876,original,0.08821848,1
13211474,13379701,original,0.00680437,1
12794151,12794147,original,0.07199197,1
12781725,10912725,original,0.05337956,1
12678662,12678653,original,0.12433118,1
5663491,13627324,original,0.17017361,1
39063349,39063353,original,0.02776559,1
12681220,12788394,original,0.03721119,1
12781780,12781074,original,0.01388432,0
13223099,13382572,original,0.07245477,1
12781731,39010882,original,0.01546368,1
13265922,13407000,original,0.03480981,1
13219589,12781015,original,0.33961433,1
13258763,13409524,original,0.02990346,1
23325742,39086276,original,0.04144332,1
12699933,12700208,original,0.03677021,1
12682026,12788216,original,0.03367441,1
12792358,12978216,original,0.01915383,1
12681646,12792272,original,0.00166647,1
12665137,12679158,original,0.01543976,0
12709102,12783527,original,0.0036455,1
12705634,12806213,original,0.20485995,1
12787687,12787653,original,0.00829361,1
12684670,13380555,original,0.01345013,1
12661117,12780467,original,0.03580138,1
13426313,12988705,original,0.69645088,1
39086874,39087195,original,0.04451712,1
12778670,12780343,original,0.04445107,1
12674577,12990251,original,0.00332102,1
12781747,12801515,original,0.79914785,1
12665114,13410915,original,0.17784151,1
13253990,12780644,original,0.05357712,1
13382550,12801231,original,0.1830486,1
13228202,12781015,original,0.00390648,1
13385439,13385445,original,0.2006488,1
13414386,13599033,original,0.00792077,1
12791620,12979124,original,0.02734837,1
3846317,13364810,original,0.19344939,1
12677134,12687056,original,1.33988901,0
13380181,13380174,original,0.07066823,1
14144186,14078476,original,0.71496515,1
13384959,12801216,original,0.13268413,1
13366135,12786381,original,0.02612059,1
13252299,16798077,original,0.07327179,1
13224019,13384959,original,0.50215437,1
12789742,13578982,original,0.00713071,0
12827093,12988705,original,0.04484233,1
12806022,12804372,original,0.41083387,1
12780548,12780542,original,0.03365029,1
12778606,12803277,original,0.04980355,1
12792963,12978640,original,0.01428462,1
13225231,12780176,original,0.14645901,1
38543518,38544260,original,0.05123272,1
12665061,12665008,original,0.54171552,1
12783031,12783022,original,0.00972187,1
12777206,12780117,original,0.01910674,1
4893367,12804393,original,0.33799376,0
12821134,38402838,original,0.22538967,1
12664333,12664331,original,0.0131649,1
12680770,39056559,original,1.04132406,1
12680243,12780668,original,0.18005747,1
12692679,5070714,original,0.09258095,1
13241827,13383845,original,0.02217889,1
12677556,12677551,original,0.14818798,1
12672146,13333148,original,0.26070767,1
12663816,12780542,original,0.02671237,0
12662307,12689562,original,0.00284114,1
12797083,12797069,original,0.69314141,1
13384099,12805705,original,0.26197647,1
13004014,13379195,original,0.06259843,1
12642623,13333148,original,0.01102739,0
13425163,12807023,original,0.1530306,1
12801210,12801203,original,0.03907883,1
12785431,13583693,original,0.01290143,1
13219501,13384475,original,0.00657747,1
12785138,12981592,original,0.14833313,1
12797689,39177943,original,0.21993807,1
12688580,12780176,original,0.46188507,0
12688720,13364776,original,0.06515599,1
13031319,13383515,original,0.05999317,1
13371651,13371654,original,0.09264438,1
12678467,12801028,original,0.06597038,1
181624,3839005,original,0.02453029,1
13383893,13383888,original,0.0130142,1
12678721,12678716,original,0.04756895,1
12661072,13880414,original,0.35255258,1
13241303,13372144,original,0.1175024,1
12665059,13401021,original,0.02155289,0
12787692,12787653,original,0.04474122,1
12804432,12804426,original,0.03341476,1
12786950,12786944,original,0.10282603,1
12678386,12678376,original,0.06771044,1
38365683,38366264,original,0.11320981,1
12690207,13401021,original,0.0705197,1
12786110,12984062,original,0.01852021,1
12808716,12808710,original,0.17839758,1
12685827,12685834,original,0.47470576,1
1272315,13364810,original,0.02882223,1
2184889,12806606,original,0.01657095,0
12708202,12806113,original,0.08615232,1
12806663,12806606,original,0.29111913,1
12676236,12675897,original,0.06976365,1
13251374,13410915,original,0.10347306,1
12814215,12814199,original,0.00708522,1
12691943,12778745,original,0.02566458,1
13284099,12688677,original,0.12216562,1
13415518,12814246,original,0.01626274,1
12787610,12787607,original,0.04383524,1
12705568,12809429,original,0.04467248,0
12798128,12986683,original,0.01909849,1
12786200,12786195,original,0.09771907,1
12661387,12661384,original,0.12291187,1
13356993,26594354,original,0.24720614,1
12998526,12665168,original,0.13498337,1
12661072,13383791,original,0.02326685,1
12783830,12806606,original,0.097,0
13597375,12988705,original,0.0605034,1
13266609,25917397,original,0.15433672,1
12701399,12701416,original,0.28992458,1
12681666,12780176,original,0.01281256,0
12778670,12779384,original,0.0560561,1
13369228,39003399,original,0.13287395,1
13383374,13383366,original,0.05068409,1
12672853,12672535,original,0.15749353,1
12661741,12788404,original,0.00561442,1
12707974,12707973,original,0.02716642,1
13418977,13150007,original,0.17263591,1
12792460,12987200,original,0.01599287,0
12798763,12802271,original,0.06129112,1
12780703,39006842,original,0.01355666,1
12678303,12802118,original,0.32389382,1
13284222,12780176,original,0.011606,1
13214648,12678643,original,0.0435529,1
12782437,12782435,original,0.05484103,1
12667459,12667450,original,0.0477859,1
13380558,12801271,original,0.03308518,1
12689249,12689234,original,0.08139002,1
13261040,12683699,original,0.06953025,1
12779935,12803277,original,0.03528125,1
12814455,12814336,original,0.01804587,1
23381397,12806647,original,0.04587701,1
12665149,12688726,original,0.33013998,1
12808647,12990632,original,0.04817326,1
12680255,13359230,original,0.02085085,1
12665054,12792467,original,0.00942636,1
6387743,12678397,original,0.01918905,1
13355514,12780629,original,0.00733099,1
12676888,13254424,original,0.00733548,1
13225231,12689717,original,0.0233081,1
1814051,12811802,original,0.01370261,0
13279883,13279896,original,0.04028805,1
22371219,12780635,original,0.0816823,1
13380555,12801236,original,0.14501049,1
12801221,12801203,original,0.01455928,1
12776876,12777328,original,0.3624997,1
12666294,12990251,original,0.23698689,0
13018776,12683568,original,0.04702047,1
1813316,13365866,original,0.03436705,1
12804309,12806606,original,0.05887638,0
13370000,13370006,original,0.08003181,1
12790113,13597709,original,0.11405089,1
12665068,12678303,original,0.0082064,1
12695639,12696018,original,0.01529009,1
12665159,12678199,original,0.03955197,1
13388278,13388277,original,0.04774104,1
12677115,13333148,original,0.07040555,0
12803578,12803575,original,0.02327168,1
13627324,13627443,original,0.16491493,1
12665149,12665008,original,0.03436653,0
13024909,38365175,original,0.3196054,1
12784349,12983552,original,0.02330279,1
13397045,12977543,original,0.15108079,1
12806152,12804364,original,0.04254563,1
13375184,13193287,original,0.03457958,1
13254413,13600587,original,0.01054795,1
13267190,13191735,original,0.02876905,1
12781785,12781074,original,0.00938825,1
12673975,12678635,original,0.02008567,1
13582046,13333148,original,0.02597173,1
12682096,38364715,original,0.10356203,1
38443645,25884205,original,0.0815812,1
12665141,13246539,original,0.06455859,0
12804376,13396349,original,0.01273641,1
12703967,12778551,original,0.52648325,1
14091887,12787664,original,0.28679101,1
12814482,12814486,original,0.14663471,1
13388619,13388627,original,0.00433304,1
12806660,12806606,original,0.03402706,1
12792285,12805654,original,0.02524436,1
13582327,12987200,original,0.01269365,1
13382595,12801231,original,0.04154136,1
12678402,12790696,original,0.04652619,1
12665078,12665008,original,0.060802,0
12783946,12783941,original,0.00886366,1
12709153,12806113,original,0.04636017,1
12678099,12780542,original,0.12838267,0
13412426,12778636,original,0.01510784,1
12786399,12983647,original,0.03759884,1
12695480,12987200,original,0.05736211,0
13220333,12676692,original,0.01526973,1
12787967,12787889,original,0.10368507,0
9426022,12689259,original,0.01283114,1
12800970,12803392,original,0.0047812,1
12678386,12678756,original,0.4447707,1
13368547,13333148,original,0.02158314,1
12780629,12780542,original,0.03032777,0
12669288,12987200,original,0.00407201,1
12783877,12783868,original,0.30879023,1
13218984,13756924,original,0.07747019,1
12675897,13367735,original,0.00845631,1
12801539,12801536,original,0.02167378,1
12684130,13391699,original,0.03408612,1
13619756,13620150,original,0.0090618,1
12691078,12793673,original,0.01605794,1
12679706,9804891,original,0.17572796,1
12705766,13372067,original,0.02294192,1
12776767,12776765,original,0.05823669,1
12689874,12689862,original,0.05739954,1
12702064,12799363,original,0.02733372,1
12691943,12806113,original,0.01621263,0
12678827,12678825,original,0.08306031,1
13413146,39010623,original,0.00966664,1
12781680,12814480,original,0.05568852,1
26202549,29136380,original,0.09813109,1
12688728,12786950,original,0.06254452,1
12806666,12806606,original,0.0128354,0
12798477,12798470,original,0.00861947,1
12788893,13912186,original,0.14352031,1
12703536,12790337,original,0.1846894,1
12680253,12680249,original,0.03402746,1
13394701,12776767,original,0.0147356,1
12679178,12679175,original,0.03181032,1
13413349,13413354,original,0.01376091,1
13380714,12801230,original,0.05742025,1
13419471,12781725,original,0.06378669,1
12681690,12681683,original,0.06098897,1
12665163,12665008,original,0.02594051,1
12664446,12990251,original,0.04881875,1
13627138,13627212,original,0.0312419,1
12806647,39063349,original,0.00792976,1
38554165,13902406,original,0.24519726,1
12688372,13385378,original,0.02434578,1
12689609,12806113,original,0.00608206,0
13207344,12672861,original,0.08909672,1
12677199,13401021,original,0.19696645,0
13388614,13388611,original,0.02562129,1
12665071,12665008,original,0.04055849,1
12687461,12781074,original,0.09211855,0
12798793,12798723,original,1.15506336,1
12820106,12820146,original,0.04712867,1
13207462,12662923,original,0.02060976,1
13385150,12801207,original,0.02971688,1
12789082,12815361,original,0.03824202,1
12665137,12666986,original,0.00690524,1
12665070,13373145,original,0.02872369,0
12692679,13252999,original,0.00514711,1
12680183,12680174,original,0.19721088,1
13021615,15153222,original,0.00454363,1
12709129,12709136,original,0.0662019,1
12665059,9674441,original,0.01302457,1
12780653,12780542,original,0.02022918,1
13035474,39041584,original,0.02000365,1
12987250,12987200,original,0.02050053,1
